67011,11166,77903,64268,191619,124050,39924,20875,92340,158948,69616,
97641,30859,68118,128475,54654,84994,93168,153369,98342,165386,
90214,51890,145528,96098,162150,142883,59227,110795,47553,157271,
30381,4591,41102,191191,6666,176926,17930,87801,179867,48770,
168809,96890,110811,56999,20434,196323,68932,40849,102679,27087,
46610,163737,12889,4421,116936,58474,97628,134856,120637,114290,
40410,177480,124020,135567,57075,107344,34142,43268,87115,58179,
37439,167466,86911,3030,121846,122116,103155,60235,37248,196179,
128376,145407,107808,177608,109010,121618,80558,127161,100969,106874,
35914,198242,159345,138942,191630,141720,173082,65263,30760,183300,
11623,14653,21442,122956,158255,59448,11997,176655,68804,167654,
86605,112544,185832,5097,159424,160992,28054,180676,41199,127214,
54152,75699,96041,179387,72773,4194,26370,135510,152147,193555,
184016,44331,11874,26492,37054,172828,48686,182098,76042,22361,
192000,51649,133439,46081,68259,120931,166207,150162,145919,184247,
142766,126738,53600,45952,151774,133970,47336,45714,140759,24650,
143448,154095,3170,186648,127454,134053,103968,46434,454,96893,
195065,75091,190822,169116,39875,101679,164162,8082,50693,154550,
142426,123722,154457,52003,96100,150161,58347,150657,109482,63591,
10381,198348,5232,174328,66709,188908,103409,18984,189238,99776,
334,34322,123634,29556,126279,169492,152930,31220,185194,115156,
31976,166982,23174,44648,183386,197470,26783,150774,104805,159972,
147051,137408,97899,109134,62378,2738,16650,49473,132932,134405,
97340,108436,96761,56264,140216,162488,93289,55567,92240,51849,
121979,38233,135743,79843,61982,75781,168841,44106,14724,25909,
145683,143270,120740,177910,83426,86748,14307,107240,169587,53563,
99221,85686,120461,89218,148263,114026,159817,116987,143944,12284,
120756,70850,185059,118985,189274,156056,131468,49886,148792,66290,
198950,133785,65177,55696,161372,137958,91920,101782,58812,71667,
176580,98867,182084,160833,110538,34764,102179,9481,7841,71108,
108611,54701,53571,76354,98876,163285,58605,97636,27136,15282,
89308,26254,24609,4686,68739,37043,141609,133629,126946,196824,
93315,178989,45627,32806,17900,94756,55339,131057,50489,124894,
193652,6372,107548,54338,24655,26311,91267,141865,28868,196137,
35805,84939,196597,148748,116129,169837,52956,63670,77272,116259,
65999,50647,77870,155159,10955,158632,61786,145681,95025,104619,
124287,55834,64068,141775,104155,182662,170968,120008,35974,67671,
187303,7768,60060,67967,154484,166537,146860,178311,113252,179977,
186391,88055,62210,118266,148507,66256,58541,24059,138564,151269,
7307,90056,21570,175321,108734,50999,75820,151682,103582,24040,
107400,126156,59821,110411,22507,163737,117434,171188,64447,196681,
73678,62582,32037,53953,51410,158206,671,174252,58990,70386,
68853,188514,41442,154390,44559,84344,139084,143128,99325,73710,
96195,116278,117479,1002,68994,149846,100979,186222,47741,45067,
133439,198727,191971,16207,104156,60857,194681,100185,168834,73146,
104469,109966,175604,157157,129176,14641,189060,29056,181710,118191,
180927,5835,58623,138465,146055,622,116465,147135,168609,105150,
97885,98623,183763,62937,140894,139738,158093,135641,26267,8392,
13652,39939,53006,153791,28277,95986,154908,85120,180831,131439,
62050,4934,57196,42669,194259,104279,161743,103140,134624,153435,
48143,169548,66155,197239,188833,170466,164849,180181,156672,58388,
134963,185160,57474,63946,74821,88177,32042,112276,75710,80495,
34886,78271,14856,154716,28143,131270,167586,124380,100842,22901,
33618,72294,79488,133390,187081,39191,30792,19223,166935,154784,
112773,124018,98685,116045,156488,20050,135133,134996,71322,44115,
171457,94395,17989,96491,18425,36332,73487,159408,120206,141096,
45099,160022,163431,48125,47299,188709,195123,87738,12106,11335,
81659,6877,191653,66226,115070,101153,21218,137026,187350,17198,
92011,192068,55191,162898,96624,130663,101426,95344,145022,111836,
124016,17563,3333,150712,135851,113787,21819,127913,68988,89749,
102117,167127,121905,29873,95044,169824,139433,17475,9127,174343,
48564,162061,171484,162970,105240,28618,133983,108854,121328,141416,
196299,29003,137072,171954,137737,29743,178232,185625,86845,69745,
195036,192275,163389,45880,130278,89535,48787,37032,137473,77847,
157185,94047,39613,155549,37644,112175,55546,189691,118246,118973,
75946,129260,190428,85939,161158,130703,48225,29142,103331,9263,
162206,104086,119650,103873,79584,13882,115082,68589,111733,50529,
45356,156372,176176,3656,53249,88585,167406,43750,155596,5535,
121146,17320,142779,119762,5716,148503,137491,170635,9808,7755,
27656,177918,150843,173305,66543,197677,188200,119242,69930,126328,
31978,182094,190356,129188,105740,50324,22333,44059,78015,107106,
140718,122980,87835,5819,124381,199255,158896,174879,135773,9193,
178390,62867,124628,68036,126212,145365,43015,38464,198122,111979,
71638,163828,41085,6362,181403,19183,110383,75649,145248,61031,
199838,189039,82351,140426,121573,183241,56969,35179,24182,23545,
43915,19015,76672,170665,163703,137086,150636,69297,165318,1337,
174570,199992,78472,122897,70561,60185,151850,97819,100771,167576,
109310,108573,175397,193849,86158,156918,143534,194218,43795,150411,
161564,14847,61475,17701,119401,175331,190663,101203,100545,112057,
10451,93649,27602,58648,187953,53174,179242,98734,72136,49121,
114745,64578,163051,138812,125189,143,103525,67623,84898,106432,
143401,35980,86735,134485,20868,19386,58172,4972,33343,4097,
122670,6855,130863,49793,159647,194996,105373,121314,906,5565,
87572,163705,31966,73650,96859,41246,64827,14073,138749,181680,
91518,4320,7704,55383,112808,138443,1913,159503,190665,36160,
92327,1267,184734,199582,160127,104196,68752,182302,53151,190339,
113172,145260,34395,136733,121188,78045,70487,182617,16037,163801,
42529,3160,167218,173492,49899,22722,125301,152007,84524,129173,
16527,141517,192534,89641,115299,198355,173179,180960,77444,51236,
90901,30704,172450,42925,199669,116667,139898,185914,40560,68797,
125191,198760,80389,98965,158769,74571,143458,118266,174727,7675,
48915,126597,40961,83889,86330,62907,100663,75331,127152,53342,
88186,41008,76322,101534,113978,14638,186538,122510,156209,195772,
126585,100588,165310,67619,181064,75653,179502,182690,140565,77838,
110830,131344,105595,136805,60427,158127,123896,101903,141794,171654,
156763,155358,156088,180050,109736,36472,65754,16387,42072,128549,
33495,175785,85324,159894,45609,109389,141087,186994,101681,12358,
69496,100882,34402,59021,170863,55498,68933,71088,66737,136509,
134885,100473,6505,127748,69499,45392,54877,118442,198442,43951,
144638,25946,164371,132794,123666,127274,123245,104500,34415,52494,
122968,66206,76506,142749,28225,64355,28279,87069,100644,85962,
105920,115500,1582,80193,169548,88992,93659,168309,145348,113200,
34993,113824,170563,143477,175759,11867,19868,84041,68421,157756,
17734,169168,57832,167081,65384,34001,103573,181249,181467,113801,
184711,23554,40183,47925,186626,111625,92547,149046,176408,39383,
192408,127243,114984,124175,114007,120044,29136,133433,129110,62460,
129680,78723,157517,134279,119777,132750,118984,92308,100762,118550,
9600,193432,36407,184081,4567,25338,153006,156247,160075,29384,
81520,193292,97150,134882,154109,167754,148653,151033,37689,123475,
170327,174150,46214,137801,15294,134253,174329,198518,108056,198814,
167802,169833,178779,46614,4318,13538,123496,69740,44535,124939,
124215,704,111185,167929,93127,38033,68755,108111,140584,23911,
132816,25119,132812,103295,104175,46817,2526,17455,66125,107510,
